integrated_code	L2	L1	endangered_aggregated_status	eth_status	cru_docs	cru_words	cru_floss_splchk	cru_watchtower	cru_udhr	in_omniglot	la_primary_texts_online	la_primary_texts_all	la_lang_descr_online	la_lang_descr_all	la_lex_res_online	la_lex_res_all	la_res_in_online	la_res_in_all	la_res_about_online	la_res_about_all	la_oth_res_in_online	la_oth_res_in_all	la_oth_res_about_online	la_oth_res_about_all	mac_input	mac_input_partial	microsoft_pack	win10_input_method	ubuntu_pack	ubuntu_input	office13_if_pack	office13_lp	firefox_lpack	firefox_dict	wals_samples_100	wals_samples_200	indi_blogs	indi_posts	indi_words	indi_users	indi_tweets	wp_articles	wp_total	wp_edits	wp_admins	wp_users	wp_active_users	wp_images	wp_depth	wp_inc	wp_real_articles	wp_adjusted_size	uriel_feats	on_bible_org	in_leipzig_corpora	find_bible_all_versions	treetagger	endangered_langspec	endangered_lex	seed_label
butl1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
earl1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
eski1266________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ewon1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
fran1267________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
haun1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
hiri1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
hiri1236________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
hora1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
hott1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
icel1248________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
imun1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ioit1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
jarg1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
jord1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kiau1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kika1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kjac1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
maca1264________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mari1446________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
newc1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
news1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pana1311________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1248________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1251________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1252________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1254________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1255________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1256________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pidg1257________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
quee1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
roma1333________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
roqu1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
russ1267________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
samo1307________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
solo1261________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
sout3227________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
taim1252________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tola1236________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
turk1244________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
west2864________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ww2p1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yima1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yima1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yoko1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ambe1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
amot1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
anci1248________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
arac1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
arub1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
baen1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bagu1249________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bida1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
calc1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
calu1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
catu1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
chac1253________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
coli1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
conc1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
copa1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
cuev1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
cusa1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
dama1262________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
dege1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
dima1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
envu1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
erie1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
fayj1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
game1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
guac1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
guai1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
guti1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
hoxa1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
idab1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
imba1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
jeni1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kain1277________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kant1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kass1244________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
komt1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mali1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mang1364________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mang1422________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mara1417________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mehe1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
monq1236________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
muel1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
muzo1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
naol1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
natu1248________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
neut1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
okwa1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
okwa1236________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
paca1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pamu1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
panc1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
panz1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pata1255________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
paya1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
peri1250________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
pita1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
poya1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
puru1267________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
quep1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
quer1237________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
quig1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
quil1251________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
quin1252________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
saca1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
sere1258________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
sout2466________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
taba1269________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tait1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tanp1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tapa1261________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tara1303________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
temb1278________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
uruc1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
vazi1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
wavu1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
wenr1236________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
xoco1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yana1258________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
cana1260________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1ec_____________L	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
wulw1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
jito1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tapa1260________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ulte1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tunu1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
lenc1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
lenc1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
fare1244________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yrk-for_________L	0.0	7.31388683163	7	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1og_____________L	0.0	0.69314718056	9	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
surg1248________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
port1278________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
west2205________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
hara1258________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kuri1271________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
sakh1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
afgh1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
casp1241________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
cent2304________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
guri1249________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ligh1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
maga1271________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
chol1283________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1lj_____________L	0.0	6.50876913697	6	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
gooa1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
brun1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
sout1439________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
eude1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
isla1277________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
jova1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
omom1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1qa_____________L	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
lian1256________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
naxi1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
lowe1407________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
xooo1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
alac1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
alac1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
afud1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
akpo1243________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bape1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
belu1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
egbu1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
gube1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
gwar1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
hung1280________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
jana1236________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kawa1291________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kemp1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
kurm1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
lebu1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
lito1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
lwel1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mika1256________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mokp1238________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mong1345________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mpam1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
1ix_____________L	0.0	1.79175946923	8	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mwes1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nabi1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ngal1296________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ngub1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
njan1240________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nort3247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nter1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
nzad1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
olib1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
rund1241________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
shan1291________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
shiw1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
syan1242________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tepp1235________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
tomb1246________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
vili1239________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
west2861________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
yamb1255________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
zamb1245________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
apia1247________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bona1255________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
opon1234________G	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
